blood_group_match,same_district,age,weight,days_since_donation,is_eligible,emergency_level,availability,recommendation_score
0,1,37,76.6,265,1,2,1,0.6194
0,1,24,97.1,294,0,1,0,0.2954
0,0,23,67.0,48,1,1,1,0.3655
0,0,26,75.6,57,0,2,0,0.1197
1,1,45,65.8,331,0,1,1,0.6666
0,1,27,75.0,357,0,3,0,0.3123
1,0,52,49.4,150,1,3,1,0.7949
0,1,24,88.1,134,1,3,0,0.4355
0,0,42,99.2,300,1,1,0,0.2676
1,0,47,48.6,365,1,2,1,0.8178
1,1,60,89.1,344,1,2,1,1.0
1,1,43,58.3,310,0,3,1,0.8245
1,1,61,55.9,123,1,3,0,0.8866
0,1,29,83.1,182,0,3,1,0.4721
0,0,30,47.4,204,1,1,0,0.2821
1,1,57,70.5,146,1,2,0,0.869
1,0,21,45.1,108,0,2,0,0.5257
1,0,18,75.5,149,0,1,1,0.5064
1,0,23,70.4,232,0,2,1,0.5367
1,0,19,95.4,266,1,3,1,0.8526
1,0,63,84.6,130,1,2,1,0.7282
1,1,44,51.9,146,0,2,0,0.6608
1,1,35,64.5,90,0,1,1,0.7346
0,0,59,96.2,218,1,2,0,0.24
0,1,46,84.9,33,0,3,1,0.4031
1,1,50,77.7,10,0,1,1,0.6588
0,0,20,75.7,260,0,1,0,0.0498
1,0,37,66.9,70,1,1,1,0.7351
0,1,21,77.2,163,1,3,0,0.4648
1,0,35,87.4,260,1,2,0,0.6388
0,1,25,52.0,183,0,1,1,0.3718
1,1,39,98.3,132,0,3,1,0.7637
0,0,58,58.2,282,1,3,0,0.3566
0,1,39,69.6,348,1,3,1,0.6759
1,1,36,46.2,344,0,2,1,0.7963
0,0,45,75.3,233,1,3,0,0.3869
0,0,19,66.0,353,0,2,0,0.2323
0,1,26,58.7,14,1,1,0,0.481
0,0,52,99.2,104,1,1,1,0.3452
1,1,39,68.5,353,1,2,1,0.9879
1,0,43,67.8,19,1,3,1,0.7364
1,0,51,70.5,247,1,1,0,0.6724
0,1,24,51.4,161,1,2,1,0.6031
1,1,47,66.6,126,0,3,1,0.8474
0,1,42,63.5,33,0,1,0,0.2211
0,0,26,70.6,114,0,2,1,0.1687
0,1,44,92.1,218,1,3,1,0.6196
1,0,18,55.6,241,1,3,0,0.6575
1,0,50,78.4,20,1,3,1,0.7807
0,1,25,47.1,224,0,2,0,0.3101
0,1,49,62.4,166,1,2,1,0.6065
1,0,57,71.0,295,0,3,1,0.4914
0,1,36,49.1,171,1,3,0,0.4744
0,0,53,74.9,163,0,3,1,0.2184
1,0,62,62.1,310,0,3,1,0.5985
1,0,39,99.6,216,0,3,0,0.56
0,1,56,79.7,198,1,3,1,0.5795
1,0,43,58.4,49,0,1,0,0.3337
0,0,20,50.6,329,1,3,0,0.2921
0,1,63,47.2,329,0,2,1,0.417
1,1,26,50.0,293,0,2,1,0.7928
0,1,52,82.4,279,1,2,1,0.577
1,0,24,92.0,363,0,2,0,0.4743
1,1,32,53.6,58,0,1,0,0.5321
1,0,21,67.1,172,1,1,0,0.5433
0,0,54,64.5,153,0,2,0,0.0651
1,0,45,80.4,221,0,2,1,0.5897
0,1,26,55.0,218,0,2,1,0.3616
0,0,52,97.4,82,0,2,0,0.0689
1,0,65,85.1,266,0,2,0,0.4065
0,1,65,97.5,127,0,1,0,0.1971
1,0,42,60.3,185,1,1,1,0.7312
1,1,26,77.3,229,0,1,1,0.6859
1,1,50,85.3,271,0,3,1,0.7172
0,1,34,84.1,0,1,2,0,0.3942
1,1,29,46.2,296,0,2,0,0.7073
1,0,26,99.9,14,1,3,0,0.5685
1,0,22,96.0,79,0,2,1,0.5837
0,0,64,51.6,173,0,3,1,0.2558
0,0,43,74.9,31,0,3,0,0.0823
1,1,62,62.3,38,1,3,0,0.8913
1,0,36,93.3,192,1,3,1,0.7662
1,1,52,83.4,239,0,2,0,0.6701
0,0,19,57.3,72,0,3,1,0.1162
0,0,62,46.9,92,0,2,0,0.0866
0,1,24,61.0,88,1,3,0,0.494
1,0,26,47.1,253,1,1,0,0.5932
0,0,39,52.8,233,0,2,1,0.2432
1,1,59,80.0,138,1,3,1,1.0
0,0,50,86.0,197,1,3,0,0.3919
1,0,33,70.7,289,1,3,0,0.7478
0,0,60,78.0,305,1,1,1,0.3337
0,1,41,53.6,171,0,2,1,0.4235
0,1,25,62.4,13,1,1,0,0.416
0,0,47,84.2,327,0,1,1,0.1545
1,0,43,65.1,152,0,1,0,0.5118
1,0,62,64.2,195,1,2,0,0.5433
1,1,65,55.7,177,1,1,1,0.9317
0,0,52,77.7,94,1,2,1,0.4002
1,1,62,89.5,340,1,2,1,1.0
0,1,34,70.8,236,1,3,0,0.573
0,0,55,51.4,310,0,1,1,0.2014
0,1,27,91.1,77,0,1,0,0.2646
1,1,58,48.9,243,0,1,1,0.678
0,1,34,70.9,219,0,2,1,0.3998
0,1,24,59.4,219,1,2,0,0.5388
0,1,19,96.5,206,1,2,0,0.4613
0,0,28,85.6,183,1,1,0,0.2772
1,1,20,76.2,114,1,2,0,0.8751
1,1,63,81.7,123,0,2,0,0.6173
1,1,37,74.3,237,0,2,0,0.7273
1,1,30,53.1,107,1,3,1,0.9934
1,1,40,84.0,46,0,2,1,0.644
0,0,34,72.1,197,0,1,0,0.0651
1,0,46,79.9,50,1,2,0,0.5846
1,1,60,47.5,193,1,3,1,0.9254
1,0,56,52.8,69,0,2,1,0.4783
1,1,49,77.4,86,1,2,0,0.924
1,0,52,70.3,74,1,3,0,0.6203
0,0,52,57.5,192,1,1,1,0.3523
1,1,51,58.2,219,0,3,0,0.6964
0,1,38,79.7,277,1,2,1,0.5695
1,1,33,48.2,332,0,2,0,0.6209
0,1,40,68.9,232,1,2,0,0.4673
0,0,28,73.8,227,1,2,1,0.3687
1,1,31,61.9,43,1,1,0,0.8158
1,0,20,90.1,296,0,2,1,0.5146
1,1,24,48.1,254,0,2,1,0.8282
0,1,57,92.6,249,1,3,0,0.5234
0,0,62,84.8,272,1,1,0,0.3517
1,1,28,69.5,172,0,3,1,0.7705
0,1,50,95.8,235,1,2,1,0.5246
1,0,36,83.6,45,0,2,1,0.4912
0,0,62,96.2,220,1,2,1,0.4235
1,1,58,71.0,142,0,1,0,0.5507
0,0,40,69.9,232,1,2,0,0.2965
1,1,40,74.2,265,0,3,1,0.8038
0,0,46,48.6,189,1,3,1,0.4447
0,1,23,95.0,182,1,1,1,0.5868
1,0,56,81.7,313,1,2,1,0.7713
0,0,22,79.0,356,1,2,1,0.3652
0,0,49,96.0,190,1,2,1,0.379
1,1,57,99.7,138,1,1,1,0.9028
1,1,43,54.0,34,0,1,1,0.7103
1,1,31,86.2,351,1,2,0,0.8281
0,0,35,76.9,341,1,3,0,0.3447
0,0,38,70.4,131,1,1,1,0.447
1,0,42,98.8,321,1,1,1,0.7739
0,0,37,91.8,72,0,3,0,0.154
0,1,41,83.3,162,0,3,1,0.4193
0,0,20,66.0,293,1,2,1,0.4163
1,0,39,81.6,222,1,2,1,0.7479
1,1,25,74.2,184,1,2,1,0.966
1,1,63,58.7,94,1,2,0,0.7678
1,0,63,69.8,288,1,1,1,0.6829
0,0,46,56.7,171,1,3,0,0.2532
1,0,24,72.5,308,0,2,0,0.4962
1,1,23,84.6,147,0,3,0,0.7065
0,0,23,47.0,318,0,2,0,0.0778
1,0,29,87.1,178,0,3,0,0.4392
0,0,39,46.1,141,1,2,0,0.3227
0,1,64,73.5,290,1,3,0,0.5752
0,0,43,76.5,109,0,2,1,0.2628
0,1,42,86.9,300,0,1,0,0.2333
0,1,36,86.9,160,1,2,0,0.4829
1,1,53,68.0,60,0,3,0,0.6645
0,1,52,48.7,348,0,2,1,0.4426
1,1,30,83.1,71,1,1,1,0.9414
1,0,42,73.1,114,0,1,1,0.493
0,0,65,63.3,205,1,2,1,0.4057
0,1,62,57.9,333,0,3,0,0.3299
1,1,49,51.6,305,1,3,0,0.8198
0,0,47,61.2,41,1,3,1,0.3633
1,1,38,70.2,19,1,3,1,0.9292
0,0,59,71.3,91,0,1,1,0.1738
0,0,62,77.1,67,0,1,1,0.0372
0,1,57,64.9,134,0,2,1,0.4138
1,0,61,95.6,65,0,3,0,0.488
0,0,25,72.3,328,1,2,1,0.3888
0,0,58,68.3,150,0,1,0,0.1491
1,1,59,47.6,35,1,2,0,0.8341
1,0,24,77.9,139,0,2,0,0.4477
1,0,20,78.2,222,1,3,1,0.7723
0,0,54,77.1,204,1,1,1,0.2699
1,1,20,93.8,294,1,1,0,0.7911
1,1,35,87.0,348,0,2,1,0.7248
1,1,59,92.7,69,0,1,1,0.7258
0,1,26,48.3,158,1,3,1,0.5953
0,0,41,62.5,183,0,2,1,0.2068
0,0,24,62.5,17,1,1,1,0.2546
1,0,50,81.1,58,0,3,1,0.6262
0,0,42,69.7,322,0,1,0,0.1132
0,1,59,87.8,223,0,3,1,0.4293
1,1,51,66.1,108,0,2,1,0.7073
0,1,55,57.2,130,1,3,0,0.5595
0,0,38,61.0,29,0,1,0,0.0114
1,1,55,55.0,191,0,2,0,0.6166
1,1,57,55.9,197,0,1,1,0.6989
1,0,35,56.9,241,1,2,1,0.8228
1,0,56,45.9,90,1,1,1,0.6643
1,0,50,84.4,1,1,2,1,0.7508
1,1,45,67.0,275,1,2,0,0.8159
1,0,42,46.2,96,1,3,1,0.6576
1,1,31,65.4,284,1,2,0,0.8753
0,1,37,94.8,264,0,2,1,0.3595
0,0,56,73.1,3,1,3,0,0.2856
0,1,37,99.3,237,1,2,1,0.6412
0,1,24,74.7,39,0,1,1,0.2932
0,0,21,98.0,328,0,3,1,0.2242
1,1,48,56.1,281,0,3,1,0.8206
1,1,47,60.9,240,0,2,1,0.7267
1,1,54,83.5,102,1,3,1,0.9683
0,0,38,99.3,296,1,1,0,0.2666
0,1,18,90.4,297,1,2,0,0.5002
1,0,20,75.5,60,1,2,0,0.6145
1,0,30,49.7,61,0,2,0,0.4474
0,1,24,65.0,225,1,1,1,0.4687
0,0,23,49.8,254,1,1,0,0.2548
1,1,23,62.1,252,0,1,1,0.6785
0,0,51,59.2,276,0,3,1,0.2718
0,0,49,66.4,158,0,3,0,0.1812
1,1,33,91.1,238,1,2,1,0.9483
1,0,55,53.3,42,1,2,0,0.6141
0,1,25,61.8,362,0,2,0,0.3412
1,1,38,59.4,313,0,3,1,0.7992
1,1,28,61.3,151,1,1,0,0.7961
0,1,40,64.8,300,1,1,0,0.4865
0,1,23,58.4,79,0,2,1,0.3607
1,0,63,96.8,136,1,1,0,0.6379
0,1,32,68.1,212,1,3,1,0.7166
1,1,28,51.3,164,1,1,1,0.8971
1,1,44,70.7,164,0,2,0,0.6605
0,1,32,55.1,196,0,2,1,0.295
1,0,62,56.9,301,0,1,1,0.4375
0,0,55,60.7,261,0,2,0,0.1134
0,0,21,51.9,47,0,2,1,0.1546
0,0,31,84.7,126,1,3,0,0.2812
0,1,62,88.6,135,0,3,1,0.4409
1,1,27,66.7,31,1,1,0,0.773
1,1,46,82.9,100,1,2,0,0.8526
1,1,29,66.4,76,0,1,1,0.7
0,1,57,54.0,194,0,3,1,0.464
1,1,37,66.8,200,0,3,0,0.6708
1,1,54,75.6,67,0,3,0,0.6582
0,1,19,47.3,27,0,1,0,0.2226
0,1,37,81.0,56,1,3,0,0.4843
1,1,29,85.8,202,0,2,1,0.7665
1,0,55,92.3,54,1,3,1,0.7106
0,0,47,50.7,82,0,1,0,0.0972
0,1,64,45.0,105,0,3,1,0.3654
0,1,35,49.0,250,1,1,1,0.5511
1,0,27,95.8,341,0,2,0,0.4427
1,1,24,87.1,331,0,3,0,0.7239
0,1,59,90.9,359,1,1,0,0.5437
0,1,22,73.4,132,0,2,1,0.4003
1,1,65,74.0,356,0,2,1,0.8429
0,1,46,61.4,191,0,3,1,0.3915
0,0,52,91.4,31,0,2,0,0.0575
0,1,56,90.6,97,0,2,1,0.3106
1,0,29,66.6,267,1,1,1,0.6643
1,1,27,63.1,106,1,1,0,0.8444
0,1,54,85.6,65,0,1,0,0.2321
1,1,19,46.4,51,1,3,1,0.9332
0,0,20,92.3,198,1,2,1,0.3493
1,0,31,69.5,287,0,3,1,0.6234
1,1,64,69.3,231,0,3,1,0.761
0,0,37,81.8,162,1,1,0,0.1978
0,0,62,80.5,240,1,2,1,0.4008
1,0,21,59.6,21,1,3,0,0.6783
1,1,43,96.9,216,0,3,0,0.6714
0,0,64,99.2,174,1,3,0,0.2975
0,0,32,73.9,278,1,3,1,0.441
0,0,26,75.9,171,1,1,0,0.1885
0,1,20,75.5,8,0,3,1,0.4336
0,0,19,71.7,361,1,1,1,0.4015
1,0,56,97.0,58,0,2,1,0.5753
0,1,58,58.5,116,0,3,1,0.374
0,1,47,50.9,100,0,1,1,0.2683
0,1,54,96.1,244,1,1,0,0.3923
1,0,34,56.7,285,0,3,1,0.5391
1,1,20,86.2,339,0,1,1,0.6697
1,1,26,56.2,299,1,3,1,1.0
0,0,25,97.8,176,0,1,1,0.133
0,1,26,88.5,15,0,1,0,0.2231
1,0,34,95.5,120,0,2,1,0.5029
1,1,41,97.3,213,0,3,0,0.6706
0,1,25,49.6,229,0,2,1,0.4312
1,0,31,68.8,329,0,1,0,0.5057
1,0,33,80.6,83,1,3,0,0.706
0,0,35,89.1,180,1,2,0,0.2928
1,0,41,58.3,232,0,3,1,0.5669
0,1,56,95.3,322,0,3,0,0.4045
1,1,64,57.2,41,1,2,1,0.8752
1,0,44,92.6,72,1,2,0,0.6257
0,1,45,73.2,254,0,2,1,0.3432
1,0,24,73.3,347,0,1,0,0.4893
0,1,51,65.6,352,0,2,1,0.4843
1,0,44,50.7,187,1,2,0,0.5775
1,0,51,64.1,289,1,1,0,0.5545
0,0,56,68.5,239,1,2,0,0.2741
0,0,36,71.3,317,0,3,1,0.2713
1,1,23,85.7,95,1,3,0,0.8227
0,0,47,64.4,75,0,3,0,0.0726
0,0,45,67.4,1,0,1,1,0.1645
0,1,29,94.8,177,0,2,1,0.4033
0,1,32,86.4,111,1,3,1,0.6103
1,0,62,46.3,203,1,1,0,0.6134
1,1,56,89.7,237,0,1,0,0.6286
0,1,56,99.4,25,0,1,1,0.377
1,0,32,96.7,340,0,1,0,0.4716
1,0,53,91.0,107,1,1,1,0.6712
1,0,20,79.6,164,1,3,0,0.6663
1,1,18,60.3,54,0,1,1,0.66
1,1,24,81.0,355,0,2,1,0.7856
1,1,26,83.3,273,1,3,0,0.8369
0,0,18,60.5,279,0,1,1,0.1142
1,0,22,59.0,29,0,3,1,0.53
1,1,64,66.8,16,1,3,1,0.8466
0,0,53,80.3,297,1,2,1,0.2236
0,1,27,61.1,80,1,1,1,0.5623
1,1,19,75.6,363,0,2,1,0.7887
1,0,40,94.5,26,0,1,0,0.3364
1,0,56,61.2,182,1,1,0,0.5987
1,1,46,98.1,3,1,3,0,0.9229
0,0,36,71.0,162,0,1,0,0.0455
0,0,55,50.5,331,1,3,0,0.4059
0,0,64,48.0,71,1,2,1,0.3398
0,0,37,63.6,75,1,1,1,0.3494
0,0,29,59.2,239,0,1,1,0.1871
0,0,28,91.4,289,1,2,1,0.3785
1,1,52,85.6,291,0,2,1,0.7382
1,0,24,93.7,259,1,3,0,0.6742
1,1,40,77.4,10,0,2,0,0.5745
0,1,34,69.0,58,0,1,0,0.2486
1,1,65,59.9,258,1,3,1,1.0
0,0,19,77.1,201,0,2,1,0.2499
0,1,22,79.0,267,0,1,1,0.4649
1,0,38,66.6,112,1,1,0,0.5747
1,1,30,96.5,72,0,1,0,0.5646
1,1,28,80.2,235,1,2,0,0.8771
1,1,41,91.1,5,1,3,0,0.9176
0,0,50,79.1,88,0,2,0,0.1308
1,1,44,62.4,113,0,3,0,0.6966
0,1,52,85.5,364,0,2,0,0.2746
0,0,35,57.7,334,0,1,1,0.1409
1,1,38,77.8,320,1,2,0,0.885
0,1,21,67.1,310,1,3,0,0.5623
1,1,58,53.2,167,1,2,0,0.8313
0,1,49,67.7,337,0,3,1,0.4684
0,1,60,62.1,51,1,2,1,0.5774
0,1,28,51.2,299,1,3,1,0.6786
1,0,20,90.3,350,1,1,0,0.6024
1,1,38,72.4,61,0,1,0,0.5202
1,0,60,64.0,83,0,3,1,0.4971
1,0,31,72.8,235,0,1,0,0.3792
0,0,23,86.5,352,0,3,0,0.1191
1,0,46,46.0,329,1,3,1,0.7933
0,1,48,75.1,156,0,1,0,0.2119
1,1,64,71.4,146,1,2,1,0.8813
0,0,45,94.1,122,0,3,0,0.0399
0,0,60,75.6,286,1,2,0,0.3149
0,1,53,52.6,181,0,2,0,0.2902
0,1,45,66.4,98,1,1,0,0.4562
0,1,36,79.2,189,1,3,0,0.5021
0,0,20,47.5,305,0,2,1,0.2977
1,0,29,93.7,250,0,2,1,0.4919
0,0,53,48.7,314,0,1,0,0.0792
1,1,41,46.7,197,0,1,0,0.4998
1,0,29,45.1,246,0,2,1,0.5704
1,0,41,82.6,264,0,2,0,0.4142
0,1,18,70.1,56,0,1,0,0.1739
0,1,45,50.7,282,0,1,1,0.3943
0,1,33,92.1,57,1,1,0,0.3802
0,1,38,56.1,336,1,3,0,0.5041
0,1,47,62.9,323,0,1,1,0.4261
1,0,51,54.8,185,1,1,0,0.6162
0,0,43,96.0,279,1,1,0,0.2521
1,1,52,86.7,335,0,3,0,0.7027
0,0,48,84.8,61,0,3,1,0.1877
0,1,33,47.4,80,1,1,1,0.5762
1,0,59,73.7,245,0,1,0,0.4086
1,1,46,76.6,248,1,3,1,0.9363
0,1,46,66.0,356,0,3,0,0.2741
0,0,26,62.7,2,1,2,1,0.4229
1,1,31,91.9,235,0,3,0,0.6114
0,1,25,46.3,50,1,3,0,0.544
0,1,19,79.4,104,0,1,1,0.3038
0,0,28,66.7,98,1,1,0,0.2135
0,0,19,81.6,322,1,1,0,0.3393
0,1,64,55.9,79,0,3,0,0.2767
0,0,35,58.1,300,1,2,1,0.3938
1,0,22,77.3,170,1,1,1,0.7644
0,1,24,98.9,154,0,2,0,0.3179
1,0,40,98.6,29,1,2,1,0.7535
0,1,36,58.7,98,1,3,0,0.472
1,1,36,50.6,145,1,3,0,0.8258
0,1,65,77.5,234,0,1,0,0.2929
1,1,36,68.1,351,1,3,0,0.898
1,0,62,86.9,98,0,2,0,0.4275
0,1,57,74.0,189,1,3,0,0.4642
1,0,45,73.1,276,0,3,1,0.5527
1,0,28,80.6,256,1,2,1,0.666
0,0,28,52.0,202,0,3,0,0.1338
0,1,26,82.2,24,1,3,1,0.6244
1,1,31,71.9,174,1,1,1,0.9531
0,1,51,90.1,200,0,2,0,0.2217
1,1,46,52.6,294,1,3,0,0.9239
0,1,38,61.5,282,1,2,0,0.5017
1,1,65,97.3,92,1,3,0,0.9144
1,1,22,75.4,49,0,1,0,0.4999
1,0,50,96.1,218,0,3,0,0.5583
1,0,26,82.9,155,1,3,1,0.7605
0,1,20,96.0,56,0,2,1,0.384
1,1,31,62.5,230,1,3,1,0.9397
0,0,35,50.0,337,0,2,1,0.1633
0,1,29,89.1,206,0,1,0,0.2865
1,0,40,89.2,271,0,2,0,0.4368
1,0,31,79.0,214,1,3,1,0.8601
1,1,33,76.9,183,1,2,0,0.827
1,1,54,95.3,290,0,1,0,0.6646
0,0,37,54.7,301,0,3,0,0.1301
1,0,37,78.9,66,0,1,0,0.2499
1,1,32,47.7,246,0,1,0,0.5957
0,0,58,52.7,15,1,3,0,0.3391
0,1,42,69.0,334,0,3,1,0.453
1,1,34,90.2,210,0,2,1,0.7199
1,1,29,85.3,73,0,3,1,0.771
1,1,62,98.6,304,0,2,0,0.7217
1,0,59,47.5,17,1,1,1,0.7386
1,1,56,66.0,21,1,2,0,0.7466
1,1,24,53.7,105,1,3,1,0.9656
1,0,25,47.0,118,1,2,1,0.7411
1,0,41,59.5,15,0,3,1,0.4971
1,0,64,58.4,183,1,1,1,0.6688
1,1,42,68.1,2,1,2,1,0.8687
0,0,38,52.7,122,0,2,1,0.1386
0,0,50,71.9,242,1,2,1,0.3231
1,1,27,95.6,290,1,2,0,0.8467
1,0,39,86.2,104,1,1,0,0.6323
1,0,36,91.3,102,1,3,0,0.6325
1,0,46,89.3,207,1,2,0,0.7267
1,0,20,66.4,148,1,1,0,0.6677
0,1,56,84.0,192,0,3,1,0.4106
1,1,21,86.5,312,0,1,1,0.7131
0,1,54,56.3,221,0,2,0,0.3601
1,0,48,92.3,46,0,2,1,0.4875
1,0,23,70.2,303,1,1,0,0.6368
1,0,45,45.9,166,1,2,0,0.686
1,1,27,80.4,86,1,2,0,0.8029
1,0,29,82.2,225,1,1,1,0.71
1,1,63,75.3,119,1,3,0,0.8033
1,1,19,56.7,247,0,1,1,0.6597
1,0,20,71.5,352,0,1,0,0.5072
0,0,18,67.0,143,0,2,0,0.1053
1,0,52,98.6,232,1,3,1,0.8166
1,1,41,90.4,349,0,2,1,0.7843
1,0,64,86.9,2,1,1,1,0.6897
1,0,65,55.0,236,0,3,0,0.4561
1,0,51,63.2,316,0,3,0,0.5809
0,0,37,65.9,257,1,2,1,0.3376
1,0,33,72.1,25,0,3,1,0.4937
0,1,47,46.7,17,1,1,1,0.504
0,0,64,77.6,321,0,3,0,0.1636
1,1,56,64.7,295,1,1,1,0.9321
0,1,42,75.9,130,0,1,1,0.3103
1,0,22,45.5,16,1,1,0,0.5684
0,1,46,62.7,257,0,2,1,0.3793
1,1,54,87.3,69,1,2,0,0.8377
0,0,45,72.6,184,0,2,1,0.1684
1,1,58,88.4,48,1,3,0,0.9398
0,1,40,83.4,312,1,3,0,0.5281
0,1,49,92.0,311,0,3,0,0.3283
1,1,63,45.4,75,1,2,0,0.8621
0,0,35,59.4,276,1,1,0,0.2978
0,1,58,75.2,15,1,1,1,0.5922
0,0,52,96.8,5,1,2,1,0.4151
0,1,60,82.4,33,1,1,1,0.5261
1,1,41,70.1,58,0,1,0,0.6485
0,0,64,52.2,66,0,2,1,0.1554
1,1,45,72.1,254,0,1,1,0.6631
1,1,53,69.3,296,1,2,0,0.8552
0,0,38,87.8,156,1,3,1,0.4404
0,0,22,67.7,31,1,1,1,0.3483
1,0,43,62.5,9,1,2,0,0.6404
1,0,40,49.9,191,1,3,1,0.7367
1,0,61,47.6,218,0,1,0,0.4435
0,0,50,69.2,348,1,3,0,0.4167
0,0,43,64.1,76,0,1,0,0.0048
0,0,39,75.5,19,0,3,0,0.1473
1,1,37,84.2,155,1,3,0,0.8904
0,0,19,47.2,26,1,1,1,0.3707
1,1,58,72.3,152,0,2,0,0.598
1,1,35,92.4,284,0,3,1,0.7958
1,1,22,70.0,115,1,2,0,0.8343
1,0,49,73.7,249,1,3,1,0.7827
1,0,63,71.8,44,0,3,0,0.4677
0,1,28,66.4,285,0,1,0,0.2991
1,0,38,51.1,293,0,3,0,0.5606
0,0,39,51.9,287,0,3,0,0.1903
1,0,20,54.8,305,0,2,0,0.5044
0,0,26,88.6,70,1,2,0,0.3429
0,1,19,60.1,162,1,2,1,0.5989
1,0,63,97.1,75,1,1,0,0.5496
0,1,45,89.6,342,0,2,0,0.3228
0,0,51,82.6,4,1,1,1,0.3561
1,1,27,84.6,106,1,1,0,0.8393
1,1,36,47.6,118,1,2,1,0.96
1,0,46,76.3,286,0,3,0,0.4803
0,0,19,96.8,96,1,3,0,0.3733
0,1,65,47.2,180,1,2,0,0.5065
0,1,23,61.0,0,0,3,1,0.3896
1,0,61,47.8,85,1,1,1,0.6082
0,0,24,76.3,64,0,2,0,0.0985
1,0,53,51.4,102,0,1,0,0.3392
1,0,25,71.4,23,0,2,0,0.3697
0,1,36,84.6,150,0,3,0,0.3433
0,0,27,54.0,302,0,3,1,0.2652
1,0,50,86.5,252,1,1,0,0.5619
1,0,54,48.3,6,1,3,0,0.6311
0,1,55,53.2,3,1,3,0,0.4971
1,0,44,60.4,250,1,1,1,0.7585
1,1,46,88.8,181,0,1,1,0.6792
0,0,36,91.8,103,1,1,1,0.3862
1,1,35,57.1,51,1,2,0,0.7811
0,1,40,50.3,81,0,1,0,0.1812
0,0,18,91.6,335,0,2,1,0.2669
0,1,60,80.7,47,0,2,0,0.3451
1,1,20,53.7,350,1,2,1,1.0
0,0,27,75.7,216,0,1,1,0.1982
0,1,24,93.0,321,0,2,1,0.4159
0,0,43,48.8,365,0,3,0,0.1782
0,0,33,49.6,181,0,1,1,0.1843
0,0,56,60.0,242,1,1,0,0.3557
0,1,62,80.9,219,1,2,0,0.4607
1,1,49,54.8,207,0,1,0,0.5829
1,1,29,89.9,126,1,2,1,0.8892
1,1,61,86.3,181,1,1,0,0.8758
1,0,25,75.9,355,0,2,0,0.4658
0,1,25,51.4,295,0,1,1,0.3382
1,0,62,99.4,34,1,1,0,0.4916
1,1,28,72.0,279,0,2,1,0.7139
1,1,50,69.9,162,1,3,1,0.9843
0,1,42,99.8,349,0,1,0,0.1942
0,0,34,92.5,202,1,3,0,0.2825
0,0,48,70.1,364,1,3,0,0.3517
1,0,36,68.0,161,1,1,0,0.5949
0,0,62,50.3,229,1,1,1,0.3056
0,1,32,96.0,358,0,2,1,0.3756
0,1,61,91.4,348,0,2,1,0.4019
1,1,52,62.1,3,1,3,1,0.9684
0,1,56,86.4,360,0,2,0,0.3445
1,0,19,87.0,77,0,2,1,0.5212
1,0,51,57.5,151,1,2,1,0.8018
0,0,42,78.8,357,1,2,0,0.2912
0,1,55,59.0,115,1,1,0,0.3961
0,1,21,88.4,353,1,2,1,0.5247
0,1,33,53.5,35,1,3,1,0.6366
1,1,49,81.8,334,1,1,1,0.9247
1,1,32,62.9,290,1,1,1,0.8498
1,1,59,47.0,284,0,3,0,0.7019
1,1,31,51.8,35,0,1,0,0.6322
0,0,58,81.0,323,1,1,1,0.3902
1,0,32,58.2,54,0,3,1,0.5254
1,1,24,79.7,48,1,2,0,0.7669
0,1,24,67.8,312,1,1,0,0.4883
1,1,25,83.1,354,0,2,0,0.6669
0,1,36,72.1,342,1,3,0,0.6675
0,0,35,62.0,54,0,1,1,0.0912
0,0,34,53.0,311,1,2,1,0.4286
1,1,35,63.8,329,1,3,1,0.9677
0,0,36,79.9,259,0,1,1,0.1349
0,0,57,85.7,364,1,1,0,0.228
0,1,30,53.8,129,1,2,1,0.6355
1,0,28,81.5,87,1,1,0,0.6457
1,1,24,54.9,319,1,2,1,1.0
0,1,44,57.2,339,0,2,0,0.2907
1,1,54,74.2,269,0,1,1,0.7449
1,1,22,60.9,359,0,3,1,0.8621
1,0,25,81.4,360,0,1,1,0.4182
1,1,27,97.6,125,0,3,0,0.6925
1,1,54,53.2,326,0,2,1,0.8066
0,0,43,76.4,184,1,2,1,0.4256
1,1,32,95.8,364,0,1,1,0.692
1,0,33,54.7,29,0,1,0,0.344
1,0,46,65.2,207,1,1,0,0.627
1,1,45,51.8,7,0,2,1,0.7198
0,1,27,80.3,141,1,1,0,0.4958
0,0,57,81.8,303,1,3,1,0.4842
1,0,21,81.5,211,0,3,0,0.4531
0,1,63,74.8,283,1,2,0,0.4276
1,1,57,86.0,131,1,2,0,0.77
1,1,31,47.0,355,0,1,1,0.6805
0,1,61,97.7,322,1,1,1,0.5531
0,1,50,57.2,101,0,3,1,0.4279
1,1,35,51.7,282,1,3,1,0.9732
1,1,29,96.8,74,1,2,1,0.8681
0,1,27,90.7,99,1,1,0,0.4764
1,0,38,87.1,231,0,1,0,0.4006
1,0,50,50.8,290,1,1,0,0.5912
0,0,31,89.4,235,0,1,1,0.1275
0,0,26,78.5,268,0,3,1,0.2511
0,1,43,85.3,54,0,1,1,0.3278
1,1,32,98.8,253,1,3,1,0.9563
1,1,38,55.7,214,1,2,0,0.7888
0,0,39,72.7,298,1,1,1,0.3457
0,0,63,86.4,328,0,3,0,0.1564
1,1,58,68.9,323,0,3,1,0.8231
1,0,60,48.0,298,0,3,1,0.6352
1,1,22,51.1,295,0,1,0,0.5906
