year,month,district,blood_group,registrations,emergency_requests,demand
2023,6,Salem,AB-,68,6,46
2023,6,Salem,O+,69,0,79
2023,6,Salem,O-,41,10,69
2023,6,Trichy,A+,53,6,75
2023,6,Trichy,A-,40,1,26
2023,6,Trichy,B+,72,1,65
2023,6,Trichy,B-,22,8,26
2023,6,Trichy,AB+,43,9,50
2023,6,Trichy,AB-,7,0,9
2023,6,Trichy,O+,20,2,36
2023,6,Trichy,O-,26,0,29
2023,6,Vellore,A+,53,12,100
2023,6,Vellore,A-,20,11,35
2023,6,Vellore,B+,30,9,62
2023,6,Vellore,B-,7,11,26
2023,6,Vellore,AB+,36,8,39
2023,6,Vellore,AB-,73,7,54
2023,6,Vellore,O+,69,6,106
2023,6,Vellore,O-,49,8,72
2023,6,Erode,A+,15,8,48
2023,6,Erode,A-,76,9,83
2023,6,Erode,B+,39,5,51
2023,6,Erode,B-,55,1,32
2023,6,Erode,AB+,30,3,27
2023,6,Erode,AB-,49,7,37
2023,6,Erode,O+,22,13,77
2023,6,Erode,O-,42,0,43
2023,6,Tirunelveli,A+,59,0,66
2023,6,Tirunelveli,A-,23,1,25
2023,6,Tirunelveli,B+,70,1,69
2023,6,Tirunelveli,B-,40,7,38
2023,6,Tirunelveli,AB+,67,1,52
2023,6,Tirunelveli,AB-,78,14,66
2023,6,Tirunelveli,O+,16,2,34
2023,6,Tirunelveli,O-,8,8,37
2023,6,Thoothukudi,A+,46,9,86
2023,6,Thoothukudi,A-,41,10,59
2023,6,Thoothukudi,B+,31,13,69
2023,6,Thoothukudi,B-,47,2,40
2023,6,Thoothukudi,AB+,22,1,15
2023,6,Thoothukudi,AB-,17,5,21
2023,6,Thoothukudi,O+,11,13,66
2023,6,Thoothukudi,O-,51,6,61
2023,6,Namakkal,A+,60,4,71
2023,6,Namakkal,A-,31,12,45
2023,6,Namakkal,B+,56,11,88
2023,6,Namakkal,B-,18,4,14
2023,6,Namakkal,AB+,16,2,13
2023,6,Namakkal,AB-,70,12,53
2023,6,Namakkal,O+,49,11,101
2023,6,Namakkal,O-,59,14,95
2023,6,Dharmapuri,A+,75,4,85
2023,6,Dharmapuri,A-,23,2,16
2023,6,Dharmapuri,B+,70,12,102
2023,6,Dharmapuri,B-,44,2,31
2023,6,Dharmapuri,AB+,55,8,59
2023,6,Dharmapuri,AB-,21,6,21
2023,6,Dharmapuri,O+,77,13,139
2023,6,Dharmapuri,O-,62,4,69
2023,6,Krishnagiri,A+,15,6,43
2023,6,Krishnagiri,A-,67,11,70
2023,6,Krishnagiri,B+,51,12,94
2023,6,Krishnagiri,B-,8,12,25
2023,6,Krishnagiri,AB+,54,11,63
2023,6,Krishnagiri,AB-,40,10,33
2023,6,Krishnagiri,O+,5,2,12
2023,6,Krishnagiri,O-,10,11,38
2023,6,Dindigul,A+,9,11,47
2023,6,Dindigul,A-,44,12,64
2023,6,Dindigul,B+,46,9,80
2023,6,Dindigul,B-,12,10,35
2023,6,Dindigul,AB+,64,13,67
2023,6,Dindigul,AB-,8,3,4
2023,6,Dindigul,O+,42,12,100
2023,6,Dindigul,O-,35,2,42
2023,6,Thanjavur,A+,31,10,71
2023,6,Thanjavur,A-,50,0,31
2023,6,Thanjavur,B+,41,8,60
2023,6,Thanjavur,B-,10,10,24
2023,6,Thanjavur,AB+,15,10,29
2023,6,Thanjavur,AB-,6,7,19
2023,6,Thanjavur,O+,59,14,126
2023,6,Thanjavur,O-,44,11,70
2023,6,Karur,A+,68,14,119
2023,6,Karur,A-,14,4,16
2023,6,Karur,B+,10,8,43
2023,6,Karur,B-,58,13,69
2023,6,Karur,AB+,71,1,45
2023,6,Karur,AB-,60,0,34
2023,6,Karur,O+,18,13,68
2023,6,Karur,O-,31,10,54
2023,7,Chennai,A+,65,5,61
2023,7,Chennai,A-,29,1,21
2023,7,Chennai,B+,41,4,39
2023,7,Chennai,B-,41,9,38
2023,7,Chennai,AB+,13,13,22
2023,7,Chennai,AB-,28,5,21
2023,7,Chennai,O+,61,9,82
2023,7,Chennai,O-,48,14,59
2023,7,Coimbatore,A+,52,7,66
2023,7,Coimbatore,A-,7,11,31
2023,7,Coimbatore,B+,8,14,45
2023,7,Coimbatore,B-,27,2,13
2023,7,Coimbatore,AB+,46,8,41
2023,7,Coimbatore,AB-,23,11,21
2023,7,Coimbatore,O+,13,7,40
2023,7,Coimbatore,O-,21,6,29
2023,7,Madurai,A+,58,11,69
2023,7,Madurai,A-,32,8,39
2023,7,Madurai,B+,53,11,61
2023,7,Madurai,B-,51,13,40
2023,7,Madurai,AB+,46,6,36
2023,7,Madurai,AB-,12,13,17
2023,7,Madurai,O+,42,2,41
2023,7,Madurai,O-,58,4,54
2023,7,Salem,A+,22,8,44
2023,7,Salem,A-,49,1,30
2023,7,Salem,B+,33,4,34
2023,7,Salem,B-,58,10,52
2023,7,Salem,AB+,70,3,44
2023,7,Salem,AB-,27,0,16
2023,7,Salem,O+,65,3,71
2023,7,Salem,O-,55,13,59
2023,7,Trichy,A+,25,8,38
2023,7,Trichy,A-,6,6,20
2023,7,Trichy,B+,63,1,52
2023,7,Trichy,B-,63,9,49
2023,7,Trichy,AB+,77,12,60
2023,7,Trichy,AB-,40,11,34
2023,7,Trichy,O+,8,4,14
2023,7,Trichy,O-,8,3,6
2023,7,Vellore,A+,18,8,36
2023,7,Vellore,A-,68,13,63
2023,7,Vellore,B+,11,13,45
2023,7,Vellore,B-,9,13,32
2023,7,Vellore,AB+,6,9,18
2023,7,Vellore,AB-,16,4,15
2023,7,Vellore,O+,11,1,11
2023,7,Vellore,O-,64,1,48
2023,7,Erode,A+,42,9,58
2023,7,Erode,A-,48,4,30
2023,7,Erode,B+,68,3,52
2023,7,Erode,B-,58,13,57
2023,7,Erode,AB+,44,7,41
2023,7,Erode,AB-,62,14,44
2023,7,Erode,O+,54,9,73
2023,7,Erode,O-,18,2,24
2023,7,Tirunelveli,A+,61,5,60
2023,7,Tirunelveli,A-,74,12,66
2023,7,Tirunelveli,B+,23,4,27
2023,7,Tirunelveli,B-,24,14,40
2023,7,Tirunelveli,AB+,42,0,20
2023,7,Tirunelveli,AB-,9,1,4
2023,7,Tirunelveli,O+,65,13,92
2023,7,Tirunelveli,O-,31,5,32
2023,7,Thoothukudi,A+,29,10,55
2023,7,Thoothukudi,A-,6,5,12
2023,7,Thoothukudi,B+,21,12,45
2023,7,Thoothukudi,B-,70,4,38
2023,7,Thoothukudi,AB+,30,7,20
2023,7,Thoothukudi,AB-,5,7,15
2023,7,Thoothukudi,O+,48,13,80
2023,7,Thoothukudi,O-,60,6,55
2023,7,Namakkal,A+,17,6,36
2023,7,Namakkal,A-,16,4,16
2023,7,Namakkal,B+,22,12,41
2023,7,Namakkal,B-,39,13,42
2023,7,Namakkal,AB+,38,3,31
2023,7,Namakkal,AB-,60,0,24
2023,7,Namakkal,O+,32,3,36
2023,7,Namakkal,O-,75,10,77
2023,7,Dharmapuri,A+,44,4,45
2023,7,Dharmapuri,A-,39,1,18
2023,7,Dharmapuri,B+,14,11,33
2023,7,Dharmapuri,B-,68,14,60
2023,7,Dharmapuri,AB+,30,0,11
2023,7,Dharmapuri,AB-,7,12,12
2023,7,Dharmapuri,O+,21,12,49
2023,7,Dharmapuri,O-,5,7,18
2023,7,Krishnagiri,A+,61,11,81
2023,7,Krishnagiri,A-,71,12,60
2023,7,Krishnagiri,B+,45,14,69
2023,7,Krishnagiri,B-,63,13,54
2023,7,Krishnagiri,AB+,75,8,49
2023,7,Krishnagiri,AB-,29,1,7
2023,7,Krishnagiri,O+,59,9,80
2023,7,Krishnagiri,O-,58,4,42
2023,7,Dindigul,A+,22,7,39
2023,7,Dindigul,A-,35,6,35
2023,7,Dindigul,B+,38,1,33
2023,7,Dindigul,B-,64,11,47
2023,7,Dindigul,AB+,44,0,24
2023,7,Dindigul,AB-,60,5,36
2023,7,Dindigul,O+,17,13,56
2023,7,Dindigul,O-,21,10,37
2023,7,Thanjavur,A+,50,0,45
2023,7,Thanjavur,A-,56,9,52
2023,7,Thanjavur,B+,63,14,75
2023,7,Thanjavur,B-,13,7,26
2023,7,Thanjavur,AB+,78,11,57
2023,7,Thanjavur,AB-,20,10,20
2023,7,Thanjavur,O+,60,7,79
2023,7,Thanjavur,O-,26,7,28
2023,7,Karur,A+,43,2,40
2023,7,Karur,A-,9,10,21
2023,7,Karur,B+,23,0,23
2023,7,Karur,B-,65,13,48
2023,7,Karur,AB+,65,11,44
2023,7,Karur,AB-,54,13,44
2023,7,Karur,O+,75,0,63
2023,7,Karur,O-,75,1,57
2023,8,Chennai,A+,20,13,50
2023,8,Chennai,A-,29,7,36
2023,8,Chennai,B+,26,3,33
2023,8,Chennai,B-,39,7,26
2023,8,Chennai,AB+,47,4,33
2023,8,Chennai,AB-,7,8,17
2023,8,Chennai,O+,59,2,63
2023,8,Chennai,O-,65,6,54
2023,8,Coimbatore,A+,69,3,66
2023,8,Coimbatore,A-,34,5,22
2023,8,Coimbatore,B+,37,3,42
2023,8,Coimbatore,B-,52,10,40
2023,8,Coimbatore,AB+,31,8,23
2023,8,Coimbatore,AB-,16,4,18
2023,8,Coimbatore,O+,52,4,62
2023,8,Coimbatore,O-,79,4,59
2023,8,Madurai,A+,8,9,27
2023,8,Madurai,A-,65,6,45
2023,8,Madurai,B+,51,10,69
2023,8,Madurai,B-,21,9,20
2023,8,Madurai,AB+,79,10,49
2023,8,Madurai,AB-,70,2,27
2023,8,Madurai,O+,7,6,21
2023,8,Madurai,O-,70,1,45
2023,8,Salem,A+,76,8,76
2023,8,Salem,A-,43,14,55
2023,8,Salem,B+,53,14,69
2023,8,Salem,B-,26,6,29
2023,8,Salem,AB+,48,2,33
2023,8,Salem,AB-,13,1,9
2023,8,Salem,O+,33,11,63
2023,8,Salem,O-,27,2,24
2023,8,Trichy,A+,48,13,80
2023,8,Trichy,A-,53,14,57
2023,8,Trichy,B+,8,13,32
2023,8,Trichy,B-,64,12,57
2023,8,Trichy,AB+,68,4,37
2023,8,Trichy,AB-,56,3,31
2023,8,Trichy,O+,52,4,61
2023,8,Trichy,O-,61,3,51
2023,8,Vellore,A+,45,7,60
2023,8,Vellore,A-,57,7,51
2023,8,Vellore,B+,33,6,34
2023,8,Vellore,B-,14,14,36
2023,8,Vellore,AB+,60,8,37
2023,8,Vellore,AB-,79,11,37
2023,8,Vellore,O+,77,0,66
2023,8,Vellore,O-,50,2,37
2023,8,Erode,A+,39,14,68
2023,8,Erode,A-,38,10,46
2023,8,Erode,B+,7,12,37
2023,8,Erode,B-,16,10,23
2023,8,Erode,AB+,55,2,32
2023,8,Erode,AB-,63,1,19
2023,8,Erode,O+,9,5,25
2023,8,Erode,O-,37,11,47
2023,8,Tirunelveli,A+,32,9,56
2023,8,Tirunelveli,A-,54,9,48
2023,8,Tirunelveli,B+,19,9,33
2023,8,Tirunelveli,B-,47,6,27
2023,8,Tirunelveli,AB+,22,0,19
2023,8,Tirunelveli,AB-,29,11,24
2023,8,Tirunelveli,O+,51,4,52
2023,8,Tirunelveli,O-,71,6,66
2023,8,Thoothukudi,A+,47,4,44
2023,8,Thoothukudi,A-,56,4,40
2023,8,Thoothukudi,B+,60,7,56
2023,8,Thoothukudi,B-,52,10,38
2023,8,Thoothukudi,AB+,14,11,19
2023,8,Thoothukudi,AB-,22,11,30
2023,8,Thoothukudi,O+,6,7,30
2023,8,Thoothukudi,O-,29,0,15
2023,8,Namakkal,A+,20,9,38
2023,8,Namakkal,A-,41,6,32
2023,8,Namakkal,B+,26,1,30
2023,8,Namakkal,B-,78,13,60
2023,8,Namakkal,AB+,58,13,46
2023,8,Namakkal,AB-,45,6,23
2023,8,Namakkal,O+,71,13,103
2023,8,Namakkal,O-,47,12,52
2023,8,Dharmapuri,A+,69,2,67
2023,8,Dharmapuri,A-,79,13,65
2023,8,Dharmapuri,B+,20,13,53
2023,8,Dharmapuri,B-,64,2,36
2023,8,Dharmapuri,AB+,70,9,52
2023,8,Dharmapuri,AB-,71,14,48
2023,8,Dharmapuri,O+,23,8,52
2023,8,Dharmapuri,O-,19,6,30
2023,8,Krishnagiri,A+,67,10,75
2023,8,Krishnagiri,A-,47,0,30
2023,8,Krishnagiri,B+,8,4,18
2023,8,Krishnagiri,B-,78,1,34
2023,8,Krishnagiri,AB+,57,2,33
2023,8,Krishnagiri,AB-,7,2,1
2023,8,Krishnagiri,O+,17,2,24
2023,8,Krishnagiri,O-,59,1,38
2023,8,Dindigul,A+,34,7,52
2023,8,Dindigul,A-,34,9,36
2023,8,Dindigul,B+,69,0,51
2023,8,Dindigul,B-,16,7,23
2023,8,Dindigul,AB+,22,11,30
2023,8,Dindigul,AB-,69,4,33
2023,8,Dindigul,O+,41,12,80
2023,8,Dindigul,O-,48,3,34
2023,8,Thanjavur,A+,36,5,46
2023,8,Thanjavur,A-,24,1,17
2023,8,Thanjavur,B+,45,6,42
2023,8,Thanjavur,B-,39,8,33
2023,8,Thanjavur,AB+,31,9,25
2023,8,Thanjavur,AB-,25,1,15
2023,8,Thanjavur,O+,32,0,31
2023,8,Thanjavur,O-,19,12,47
2023,8,Karur,A+,40,2,33
2023,8,Karur,A-,49,6,41
2023,8,Karur,B+,61,11,71
2023,8,Karur,B-,33,1,17
2023,8,Karur,AB+,76,6,52
2023,8,Karur,AB-,20,6,23
2023,8,Karur,O+,77,10,105
2023,8,Karur,O-,15,2,23
2023,9,Chennai,A+,19,4,28
2023,9,Chennai,A-,37,6,31
2023,9,Chennai,B+,26,0,22
2023,9,Chennai,B-,31,3,24
2023,9,Chennai,AB+,16,11,24
2023,9,Chennai,AB-,76,12,40
2023,9,Chennai,O+,37,1,32
2023,9,Chennai,O-,13,12,38
2023,9,Coimbatore,A+,49,6,62
2023,9,Coimbatore,A-,56,8,51
2023,9,Coimbatore,B+,11,10,34
2023,9,Coimbatore,B-,61,6,37
2023,9,Coimbatore,AB+,77,13,65
2023,9,Coimbatore,AB-,55,14,34
2023,9,Coimbatore,O+,58,6,79
2023,9,Coimbatore,O-,62,7,65
2023,9,Madurai,A+,72,8,84
2023,9,Madurai,A-,64,4,37
2023,9,Madurai,B+,5,8,31
2023,9,Madurai,B-,48,2,31
2023,9,Madurai,AB+,25,7,19
2023,9,Madurai,AB-,27,8,17
2023,9,Madurai,O+,54,8,76
2023,9,Madurai,O-,26,7,28
2023,9,Salem,A+,46,13,75
2023,9,Salem,A-,14,3,21
2023,9,Salem,B+,28,5,37
2023,9,Salem,B-,49,12,38
2023,9,Salem,AB+,20,5,18
2023,9,Salem,AB-,44,7,33
2023,9,Salem,O+,74,0,73
2023,9,Salem,O-,72,1,56
2023,9,Trichy,A+,62,6,58
2023,9,Trichy,A-,9,9,23
2023,9,Trichy,B+,8,6,19
2023,9,Trichy,B-,79,10,49
2023,9,Trichy,AB+,73,12,55
2023,9,Trichy,AB-,71,13,39
2023,9,Trichy,O+,71,12,105
2023,9,Trichy,O-,60,14,76
2023,9,Vellore,A+,45,13,70
2023,9,Vellore,A-,54,9,40
2023,9,Vellore,B+,19,12,41
2023,9,Vellore,B-,77,2,35
2023,9,Vellore,AB+,70,9,48
2023,9,Vellore,AB-,34,10,25
2023,9,Vellore,O+,13,11,50
2023,9,Vellore,O-,20,7,28
2023,9,Erode,A+,24,13,50
2023,9,Erode,A-,56,10,52
2023,9,Erode,B+,70,6,59
2023,9,Erode,B-,19,10,23
2023,9,Erode,AB+,54,8,44
2023,9,Erode,AB-,37,3,16
2023,9,Erode,O+,68,9,86
2023,9,Erode,O-,54,14,71
2023,9,Tirunelveli,A+,16,9,38
2023,9,Tirunelveli,A-,13,0,14
2023,9,Tirunelveli,B+,55,12,65
2023,9,Tirunelveli,B-,22,6,27
2023,9,Tirunelveli,AB+,54,13,50
2023,9,Tirunelveli,AB-,78,5,31
2023,9,Tirunelveli,O+,6,6,29
2023,9,Tirunelveli,O-,5,3,8
2023,9,Thoothukudi,A+,17,8,31
2023,9,Thoothukudi,A-,42,4,28
2023,9,Thoothukudi,B+,22,9,36
2023,9,Thoothukudi,B-,38,13,44
2023,9,Thoothukudi,AB+,34,0,16
2023,9,Thoothukudi,AB-,60,2,28
2023,9,Thoothukudi,O+,23,12,64
2023,9,Thoothukudi,O-,75,10,68
2023,9,Namakkal,A+,47,4,55
2023,9,Namakkal,A-,39,3,25
2023,9,Namakkal,B+,40,3,43
2023,9,Namakkal,B-,6,4,6
2023,9,Namakkal,AB+,50,3,33
2023,9,Namakkal,AB-,64,7,29
2023,9,Namakkal,O+,74,2,67
2023,9,Namakkal,O-,8,5,19
2023,9,Dharmapuri,A+,11,11,45
2023,9,Dharmapuri,A-,37,7,39
2023,9,Dharmapuri,B+,72,7,71
2023,9,Dharmapuri,B-,39,8,28
2023,9,Dharmapuri,AB+,43,6,35
2023,9,Dharmapuri,AB-,26,0,18
2023,9,Dharmapuri,O+,16,2,17
2023,9,Dharmapuri,O-,38,0,28
2023,9,Krishnagiri,A+,36,3,37
2023,9,Krishnagiri,A-,75,12,68
2023,9,Krishnagiri,B+,26,0,15
2023,9,Krishnagiri,B-,33,0,10
2023,9,Krishnagiri,AB+,32,9,38
2023,9,Krishnagiri,AB-,45,0,14
2023,9,Krishnagiri,O+,45,5,64
2023,9,Krishnagiri,O-,48,7,47
2023,9,Dindigul,A+,76,6,77
2023,9,Dindigul,A-,35,8,29
2023,9,Dindigul,B+,57,11,63
2023,9,Dindigul,B-,24,7,26
2023,9,Dindigul,AB+,8,5,17
2023,9,Dindigul,AB-,66,12,33
2023,9,Dindigul,O+,24,3,30
2023,9,Dindigul,O-,19,7,34
2023,9,Thanjavur,A+,68,13,94
2023,9,Thanjavur,A-,40,3,24
2023,9,Thanjavur,B+,44,5,41
2023,9,Thanjavur,B-,49,13,43
2023,9,Thanjavur,AB+,70,7,44
2023,9,Thanjavur,AB-,6,9,18
2023,9,Thanjavur,O+,5,1,2
2023,9,Thanjavur,O-,15,13,34
2023,9,Karur,A+,65,10,81
2023,9,Karur,A-,38,6,32
2023,9,Karur,B+,6,13,32
2023,9,Karur,B-,70,13,53
2023,9,Karur,AB+,39,9,33
2023,9,Karur,AB-,26,10,20
2023,9,Karur,O+,66,7,87
2023,9,Karur,O-,58,1,46
2023,10,Chennai,A+,42,13,62
2023,10,Chennai,A-,24,11,30
2023,10,Chennai,B+,13,11,43
2023,10,Chennai,B-,15,9,25
2023,10,Chennai,AB+,75,8,48
2023,10,Chennai,AB-,21,12,26
2023,10,Chennai,O+,51,9,78
2023,10,Chennai,O-,8,9,27
2023,10,Coimbatore,A+,71,10,81
2023,10,Coimbatore,A-,62,3,45
2023,10,Coimbatore,B+,6,10,26
2023,10,Coimbatore,B-,53,0,24
2023,10,Coimbatore,AB+,21,12,36
2023,10,Coimbatore,AB-,7,9,11
2023,10,Coimbatore,O+,35,13,65
2023,10,Coimbatore,O-,73,0,53
2023,10,Madurai,A+,40,4,46
2023,10,Madurai,A-,65,11,62
2023,10,Madurai,B+,8,6,15
2023,10,Madurai,B-,45,5,35
2023,10,Madurai,AB+,76,7,50
2023,10,Madurai,AB-,25,7,19
2023,10,Madurai,O+,78,10,102
2023,10,Madurai,O-,31,9,42
2023,10,Salem,A+,40,10,64
2023,10,Salem,A-,39,4,27
2023,10,Salem,B+,41,11,61
2023,10,Salem,B-,54,8,44
2023,10,Salem,AB+,67,6,47
2023,10,Salem,AB-,14,9,16
2023,10,Salem,O+,7,4,19
2023,10,Salem,O-,16,13,46
2023,10,Trichy,A+,45,9,53
2023,10,Trichy,A-,74,13,63
2023,10,Trichy,B+,6,9,28
2023,10,Trichy,B-,73,13,58
2023,10,Trichy,AB+,20,3,20
2023,10,Trichy,AB-,19,4,10
2023,10,Trichy,O+,25,8,41
2023,10,Trichy,O-,76,6,71
2023,10,Vellore,A+,37,1,26
2023,10,Vellore,A-,32,9,36
2023,10,Vellore,B+,5,14,34
2023,10,Vellore,B-,52,10,41
2023,10,Vellore,AB+,24,12,39
2023,10,Vellore,AB-,42,6,28
2023,10,Vellore,O+,10,7,26
2023,10,Vellore,O-,11,2,19
2023,10,Erode,A+,20,13,50
2023,10,Erode,A-,22,12,34
2023,10,Erode,B+,72,8,66
2023,10,Erode,B-,55,7,38
2023,10,Erode,AB+,54,4,33
2023,10,Erode,AB-,67,4,32
2023,10,Erode,O+,31,0,26
2023,10,Erode,O-,30,2,19
2023,10,Tirunelveli,A+,62,10,72
2023,10,Tirunelveli,A-,11,14,32
2023,10,Tirunelveli,B+,19,1,23
2023,10,Tirunelveli,B-,70,0,29
2023,10,Tirunelveli,AB+,51,13,48
2023,10,Tirunelveli,AB-,79,11,44
2023,10,Tirunelveli,O+,75,10,94
2023,10,Tirunelveli,O-,60,3,53
2023,10,Thoothukudi,A+,41,9,54
2023,10,Thoothukudi,A-,38,8,43
2023,10,Thoothukudi,B+,34,5,44
2023,10,Thoothukudi,B-,74,0,31
2023,10,Thoothukudi,AB+,19,3,19
2023,10,Thoothukudi,AB-,44,8,20
2023,10,Thoothukudi,O+,16,14,61
2023,10,Thoothukudi,O-,64,7,55
2023,10,Namakkal,A+,31,4,38
2023,10,Namakkal,A-,57,13,59
2023,10,Namakkal,B+,43,14,61
2023,10,Namakkal,B-,18,6,18
2023,10,Namakkal,AB+,38,7,36
2023,10,Namakkal,AB-,29,8,23
2023,10,Namakkal,O+,54,14,99
2023,10,Namakkal,O-,46,2,32
2023,10,Dharmapuri,A+,70,5,73
2023,10,Dharmapuri,A-,5,11,23
2023,10,Dharmapuri,B+,9,2,16
2023,10,Dharmapuri,B-,19,4,15
2023,10,Dharmapuri,AB+,8,11,25
2023,10,Dharmapuri,AB-,77,0,33
2023,10,Dharmapuri,O+,74,13,109
2023,10,Dharmapuri,O-,31,10,48
2023,10,Krishnagiri,A+,50,10,61
2023,10,Krishnagiri,A-,33,14,44
2023,10,Krishnagiri,B+,61,11,70
2023,10,Krishnagiri,B-,19,10,29
2023,10,Krishnagiri,AB+,64,10,48
2023,10,Krishnagiri,AB-,25,7,16
2023,10,Krishnagiri,O+,28,13,72
2023,10,Krishnagiri,O-,52,6,53
2023,10,Dindigul,A+,17,5,27
2023,10,Dindigul,A-,63,4,50
2023,10,Dindigul,B+,28,10,46
2023,10,Dindigul,B-,12,9,22
2023,10,Dindigul,AB+,46,2,26
2023,10,Dindigul,AB-,28,10,21
2023,10,Dindigul,O+,7,5,21
2023,10,Dindigul,O-,26,7,27
2023,10,Thanjavur,A+,33,9,44
2023,10,Thanjavur,A-,11,10,20
2023,10,Thanjavur,B+,44,2,43
2023,10,Thanjavur,B-,10,0,1
2023,10,Thanjavur,AB+,43,11,38
2023,10,Thanjavur,AB-,37,9,25
2023,10,Thanjavur,O+,37,8,65
2023,10,Thanjavur,O-,34,8,48
2023,10,Karur,A+,75,13,94
2023,10,Karur,A-,75,9,61
2023,10,Karur,B+,29,14,51
2023,10,Karur,B-,32,1,14
2023,10,Karur,AB+,78,12,54
2023,10,Karur,AB-,65,5,26
2023,10,Karur,O+,37,13,76
2023,10,Karur,O-,68,7,63
2023,11,Chennai,A+,59,8,66
2023,11,Chennai,A-,71,10,59
2023,11,Chennai,B+,18,0,7
2023,11,Chennai,B-,54,10,39
2023,11,Chennai,AB+,21,6,25
2023,11,Chennai,AB-,50,14,42
2023,11,Chennai,O+,20,11,56
2023,11,Chennai,O-,69,5,64
2023,11,Coimbatore,A+,10,14,39
2023,11,Coimbatore,A-,75,7,52
2023,11,Coimbatore,B+,46,10,65
2023,11,Coimbatore,B-,11,7,23
2023,11,Coimbatore,AB+,18,12,28
2023,11,Coimbatore,AB-,71,9,42
2023,11,Coimbatore,O+,62,1,66
2023,11,Coimbatore,O-,61,12,65
2023,11,Madurai,A+,72,13,94
2023,11,Madurai,A-,5,7,14
2023,11,Madurai,B+,56,8,62
2023,11,Madurai,B-,70,0,35
2023,11,Madurai,AB+,65,10,45
2023,11,Madurai,AB-,53,6,25
2023,11,Madurai,O+,73,4,81
2023,11,Madurai,O-,13,6,17
2023,11,Salem,A+,62,8,76
2023,11,Salem,A-,41,1,20
2023,11,Salem,B+,9,0,1
2023,11,Salem,B-,11,9,25
2023,11,Salem,AB+,8,3,15
2023,11,Salem,AB-,22,3,18
2023,11,Salem,O+,54,13,92
2023,11,Salem,O-,17,10,42
2023,11,Trichy,A+,46,5,48
2023,11,Trichy,A-,15,4,19
2023,11,Trichy,B+,19,7,36
2023,11,Trichy,B-,76,8,46
2023,11,Trichy,AB+,32,12,43
2023,11,Trichy,AB-,56,13,43
2023,11,Trichy,O+,60,1,53
2023,11,Trichy,O-,69,14,84
2023,11,Vellore,A+,64,1,59
2023,11,Vellore,A-,18,11,35
2023,11,Vellore,B+,64,4,53
2023,11,Vellore,B-,38,1,27
2023,11,Vellore,AB+,58,6,35
2023,11,Vellore,AB-,32,6,13
2023,11,Vellore,O+,49,7,72
2023,11,Vellore,O-,64,2,53
2023,11,Erode,A+,35,6,43
2023,11,Erode,A-,55,4,32
2023,11,Erode,B+,45,4,40
2023,11,Erode,B-,14,2,4
2023,11,Erode,AB+,7,10,26
2023,11,Erode,AB-,30,0,14
2023,11,Erode,O+,46,7,70
2023,11,Erode,O-,76,12,73
2023,11,Tirunelveli,A+,28,8,40
2023,11,Tirunelveli,A-,48,12,46
2023,11,Tirunelveli,B+,23,4,24
2023,11,Tirunelveli,B-,59,3,29
2023,11,Tirunelveli,AB+,12,13,24
2023,11,Tirunelveli,AB-,76,8,39
2023,11,Tirunelveli,O+,45,6,67
2023,11,Tirunelveli,O-,64,2,48
2023,11,Thoothukudi,A+,75,8,86
2023,11,Thoothukudi,A-,73,12,59
2023,11,Thoothukudi,B+,22,6,30
2023,11,Thoothukudi,B-,68,5,44
2023,11,Thoothukudi,AB+,53,12,52
2023,11,Thoothukudi,AB-,56,14,38
2023,11,Thoothukudi,O+,77,2,81
2023,11,Thoothukudi,O-,74,5,57
2023,11,Namakkal,A+,32,10,58
2023,11,Namakkal,A-,54,5,42
2023,11,Namakkal,B+,39,13,61
2023,11,Namakkal,B-,77,10,48
2023,11,Namakkal,AB+,36,12,41
2023,11,Namakkal,AB-,30,11,19
2023,11,Namakkal,O+,20,2,28
2023,11,Namakkal,O-,60,13,72
2023,11,Dharmapuri,A+,41,13,61
2023,11,Dharmapuri,A-,20,1,10
2023,11,Dharmapuri,B+,34,8,44
2023,11,Dharmapuri,B-,67,2,30
2023,11,Dharmapuri,AB+,31,5,25
2023,11,Dharmapuri,AB-,43,2,12
2023,11,Dharmapuri,O+,17,13,53
2023,11,Dharmapuri,O-,5,1,6
2023,11,Krishnagiri,A+,51,0,39
2023,11,Krishnagiri,A-,56,1,40
2023,11,Krishnagiri,B+,11,13,37
2023,11,Krishnagiri,B-,28,10,30
2023,11,Krishnagiri,AB+,66,2,38
2023,11,Krishnagiri,AB-,45,12,32
2023,11,Krishnagiri,O+,78,0,73
2023,11,Krishnagiri,O-,19,3,18
2023,11,Dindigul,A+,75,7,84
2023,11,Dindigul,A-,11,13,29
2023,11,Dindigul,B+,13,13,38
2023,11,Dindigul,B-,56,12,43
2023,11,Dindigul,AB+,35,7,37
2023,11,Dindigul,AB-,28,3,10
2023,11,Dindigul,O+,29,7,48
2023,11,Dindigul,O-,25,14,43
2023,11,Thanjavur,A+,77,2,68
2023,11,Thanjavur,A-,14,1,18
2023,11,Thanjavur,B+,17,11,44
2023,11,Thanjavur,B-,5,14,28
2023,11,Thanjavur,AB+,59,0,30
2023,11,Thanjavur,AB-,20,2,6
2023,11,Thanjavur,O+,64,13,99
2023,11,Thanjavur,O-,48,0,32
2023,11,Karur,A+,39,14,70
2023,11,Karur,A-,16,7,18
2023,11,Karur,B+,43,11,64
2023,11,Karur,B-,32,2,20
2023,11,Karur,AB+,24,5,24
2023,11,Karur,AB-,32,12,27
